"date_debut","date_fin","Député","Groupe"
"2018-03-27","2018-04-15","jean-paul-dufregne","GDR"
"2018-04-16","2018-04-22","jean-paul-dufregne","GDR"
"2018-04-23","2018-04-23","jean-paul-dufregne","GDR"
"2018-04-24","2018-04-29","jean-paul-dufregne","GDR"
"2018-04-30","2018-05-02","jean-paul-dufregne","GDR"
"2018-05-03","2018-05-08","jean-paul-dufregne","GDR"
"2018-05-09","2018-06-15","jean-paul-dufregne","GDR"
"2018-06-16","2018-07-06","jean-paul-dufregne","GDR"
"2018-07-07","2018-07-11","jean-paul-dufregne","GDR"
"2018-07-12","2018-07-15","jean-paul-dufregne","GDR"
"2018-07-16","2018-09-11","jean-paul-dufregne","GDR"
"2018-09-12","2018-09-17","jean-paul-dufregne","GDR"
"2018-09-18","2018-09-30","jean-paul-dufregne","GDR"
"2018-10-01","2018-10-03","jean-paul-dufregne","GDR"
"2018-10-04","2018-10-04","jean-paul-dufregne","GDR"
"2018-10-05","2018-10-05","jean-paul-dufregne","GDR"
"2018-10-06","2018-10-17","jean-paul-dufregne","GDR"
"2018-10-18","2018-11-16","jean-paul-dufregne","GDR"
"2018-11-17","2018-11-18","jean-paul-dufregne","GDR"
"2018-11-19","2018-11-25","jean-paul-dufregne","GDR"
"2018-11-26","2018-11-27","jean-paul-dufregne","GDR"
"2018-11-28","2018-12-21","jean-paul-dufregne","GDR"
"2018-12-22","2019-01-08","jean-paul-dufregne","GDR"
"2019-01-09","2019-01-09","jean-paul-dufregne","GDR"
"2019-01-10","2019-01-14","jean-paul-dufregne","GDR"
"2019-01-15","2019-02-14","jean-paul-dufregne","GDR"
"2019-02-15","2019-02-25","jean-paul-dufregne","GDR"
"2019-02-26","2019-02-27","jean-paul-dufregne","GDR"
"2019-02-28","2019-04-27","jean-paul-dufregne","GDR"
"2019-04-28","2019-04-28","jean-paul-dufregne","GDR"
"2019-04-29","2019-04-30","jean-paul-dufregne","GDR"
"2019-05-01","2019-05-01","jean-paul-dufregne","GDR"
"2019-05-02","2019-06-10","jean-paul-dufregne","GDR"
"2019-06-11","2019-06-26","jean-paul-dufregne","GDR"
"2019-06-27","2019-07-01","jean-paul-dufregne","GDR"
"2019-07-02","2019-07-07","jean-paul-dufregne","GDR"
"2019-07-08","2019-07-24","jean-paul-dufregne","GDR"
"2017-06-21","2017-06-26","jean-paul-lecoq","NI"
"2017-06-27","2017-06-28","jean-paul-lecoq","GDR"
"2017-06-29","2017-07-21","jean-paul-lecoq","GDR"
"2017-07-22","2017-07-22","jean-paul-lecoq","GDR"
"2017-07-23","2017-07-24","jean-paul-lecoq","GDR"
"2017-07-25","2017-08-21","jean-paul-lecoq","GDR"
"2017-08-22","2017-09-05","jean-paul-lecoq","GDR"
"2017-09-06","2017-11-16","jean-paul-lecoq","GDR"
"2017-11-17","2017-11-28","jean-paul-lecoq","GDR"
"2017-11-29","2017-11-29","jean-paul-lecoq","GDR"
"2017-11-30","2017-12-08","jean-paul-lecoq","GDR"
"2017-12-09","2017-12-18","jean-paul-lecoq","GDR"
"2017-12-19","2017-12-24","jean-paul-lecoq","GDR"
"2017-12-25","2017-12-25","jean-paul-lecoq","GDR"
"2017-12-26","2018-01-19","jean-paul-lecoq","GDR"
"2018-01-20","2018-01-23","jean-paul-lecoq","GDR"
"2018-01-24","2018-02-02","jean-paul-lecoq","GDR"
"2018-02-03","2018-02-04","jean-paul-lecoq","GDR"
"2018-02-05","2018-03-12","jean-paul-lecoq","GDR"
"2018-03-13","2018-03-18","jean-paul-lecoq","GDR"
"2018-03-19","2018-03-19","jean-paul-lecoq","GDR"
"2018-03-20","2018-03-25","jean-paul-lecoq","GDR"
"2018-03-26","2018-03-26","jean-paul-lecoq","GDR"
"2018-03-27","2018-04-15","jean-paul-lecoq","GDR"
"2018-04-16","2018-04-22","jean-paul-lecoq","GDR"
"2018-04-23","2018-04-23","jean-paul-lecoq","GDR"
"2018-04-24","2018-04-29","jean-paul-lecoq","GDR"
"2018-04-30","2018-05-02","jean-paul-lecoq","GDR"
"2018-05-03","2018-05-08","jean-paul-lecoq","GDR"
"2018-05-09","2018-06-15","jean-paul-lecoq","GDR"
"2018-06-16","2018-07-06","jean-paul-lecoq","GDR"
"2018-07-07","2018-07-11","jean-paul-lecoq","GDR"
"2018-07-12","2018-07-15","jean-paul-lecoq","GDR"
"2018-07-16","2018-09-11","jean-paul-lecoq","GDR"
"2018-09-12","2018-09-17","jean-paul-lecoq","GDR"
"2018-09-18","2018-09-30","jean-paul-lecoq","GDR"
"2018-10-01","2018-10-03","jean-paul-lecoq","GDR"
"2018-10-04","2018-10-04","jean-paul-lecoq","GDR"
"2018-10-05","2018-10-05","jean-paul-lecoq","GDR"
"2018-10-06","2018-10-17","jean-paul-lecoq","GDR"
"2018-10-18","2018-11-16","jean-paul-lecoq","GDR"
"2018-11-17","2018-11-18","jean-paul-lecoq","GDR"
"2018-11-19","2018-11-25","jean-paul-lecoq","GDR"
"2018-11-26","2018-11-27","jean-paul-lecoq","GDR"
"2018-11-28","2018-12-21","jean-paul-lecoq","GDR"
"2018-12-22","2019-01-08","jean-paul-lecoq","GDR"
"2019-01-09","2019-01-09","jean-paul-lecoq","GDR"
"2019-01-10","2019-01-14","jean-paul-lecoq","GDR"
"2019-01-15","2019-02-14","jean-paul-lecoq","GDR"
"2019-02-15","2019-02-25","jean-paul-lecoq","GDR"
"2019-02-26","2019-02-27","jean-paul-lecoq","GDR"
"2019-02-28","2019-04-27","jean-paul-lecoq","GDR"
"2019-04-28","2019-04-28","jean-paul-lecoq","GDR"
"2019-04-29","2019-04-30","jean-paul-lecoq","GDR"
"2019-05-01","2019-05-01","jean-paul-lecoq","GDR"
"2019-05-02","2019-06-10","jean-paul-lecoq","GDR"
"2019-06-11","2019-06-26","jean-paul-lecoq","GDR"
"2019-06-27","2019-07-01","jean-paul-lecoq","GDR"
"2019-07-02","2019-07-07","jean-paul-lecoq","GDR"
"2019-07-08","2019-07-24","jean-paul-lecoq","GDR"
"2017-06-21","2017-06-26","jean-paul-mattei","NI"
"2017-06-27","2017-06-28","jean-paul-mattei","MODEM"
"2017-06-29","2017-07-21","jean-paul-mattei","MODEM"
"2017-07-22","2017-07-22","jean-paul-mattei","MODEM"
"2017-07-23","2017-07-24","jean-paul-mattei","MODEM"
"2017-07-25","2017-08-21","jean-paul-mattei","MODEM"
"2017-08-22","2017-09-05","jean-paul-mattei","MODEM"
"2017-09-06","2017-11-16","jean-paul-mattei","MODEM"
"2017-11-17","2017-11-28","jean-paul-mattei","MODEM"
"2017-11-29","2017-11-29","jean-paul-mattei","MODEM"
"2017-11-30","2017-12-08","jean-paul-mattei","MODEM"
"2017-12-09","2017-12-18","jean-paul-mattei","MODEM"
"2017-12-19","2017-12-24","jean-paul-mattei","MODEM"
"2017-12-25","2017-12-25","jean-paul-mattei","MODEM"
"2017-12-26","2018-01-19","jean-paul-mattei","MODEM"
"2018-01-20","2018-01-23","jean-paul-mattei","MODEM"
"2018-01-24","2018-02-02","jean-paul-mattei","MODEM"
"2018-02-03","2018-02-04","jean-paul-mattei","MODEM"
"2018-02-05","2018-03-12","jean-paul-mattei","MODEM"
"2018-03-13","2018-03-18","jean-paul-mattei","MODEM"
"2018-03-19","2018-03-19","jean-paul-mattei","MODEM"
"2018-03-20","2018-03-25","jean-paul-mattei","MODEM"
"2018-03-26","2018-03-26","jean-paul-mattei","MODEM"
"2018-03-27","2018-04-15","jean-paul-mattei","MODEM"
"2018-04-16","2018-04-22","jean-paul-mattei","MODEM"
"2018-04-23","2018-04-23","jean-paul-mattei","MODEM"
"2018-04-24","2018-04-29","jean-paul-mattei","MODEM"
"2018-04-30","2018-05-02","jean-paul-mattei","MODEM"
"2018-05-03","2018-05-08","jean-paul-mattei","MODEM"
"2018-05-09","2018-06-15","jean-paul-mattei","MODEM"
"2018-06-16","2018-07-06","jean-paul-mattei","MODEM"
"2018-07-07","2018-07-11","jean-paul-mattei","MODEM"
"2018-07-12","2018-07-15","jean-paul-mattei","MODEM"
"2018-07-16","2018-09-11","jean-paul-mattei","MODEM"
"2018-09-12","2018-09-17","jean-paul-mattei","MODEM"
"2018-09-18","2018-09-30","jean-paul-mattei","MODEM"
"2018-10-01","2018-10-03","jean-paul-mattei","MODEM"
"2018-10-04","2018-10-04","jean-paul-mattei","MODEM"
"2018-10-05","2018-10-05","jean-paul-mattei","MODEM"
"2018-10-06","2018-10-17","jean-paul-mattei","MODEM"
"2018-10-18","2018-11-16","jean-paul-mattei","MODEM"
"2018-11-17","2018-11-18","jean-paul-mattei","MODEM"
"2018-11-19","2018-11-25","jean-paul-mattei","MODEM"
"2018-11-26","2018-11-27","jean-paul-mattei","MODEM"
"2018-11-28","2018-12-21","jean-paul-mattei","MODEM"
"2018-12-22","2019-01-08","jean-paul-mattei","MODEM"
"2019-01-09","2019-01-09","jean-paul-mattei","MODEM"
"2019-01-10","2019-01-14","jean-paul-mattei","MODEM"
"2019-01-15","2019-02-14","jean-paul-mattei","MODEM"
"2019-02-15","2019-02-25","jean-paul-mattei","MODEM"
"2019-02-26","2019-02-27","jean-paul-mattei","MODEM"
"2019-02-28","2019-04-27","jean-paul-mattei","MODEM"
"2019-04-28","2019-04-28","jean-paul-mattei","MODEM"
"2019-04-29","2019-04-30","jean-paul-mattei","MODEM"
"2019-05-01","2019-05-01","jean-paul-mattei","MODEM"
"2019-05-02","2019-06-10","jean-paul-mattei","MODEM"
"2019-06-11","2019-06-26","jean-paul-mattei","MODEM"
"2019-06-27","2019-07-01","jean-paul-mattei","MODEM"
"2019-07-02","2019-07-07","jean-paul-mattei","MODEM"
"2019-07-08","2019-07-24","jean-paul-mattei","MODEM"
"2017-06-21","2017-06-26","jean-philippe-ardouin","NI"
"2017-06-27","2017-06-28","jean-philippe-ardouin","LREM"
"2017-06-29","2017-07-21","jean-philippe-ardouin","LREM"
"2017-07-22","2017-07-22","jean-philippe-ardouin","LREM"
"2017-07-23","2017-07-24","jean-philippe-ardouin","LREM"
"2017-07-25","2017-08-21","jean-philippe-ardouin","LREM"
"2017-08-22","2017-09-05","jean-philippe-ardouin","LREM"
"2017-09-06","2017-11-16","jean-philippe-ardouin","LREM"
"2017-11-17","2017-11-28","jean-philippe-ardouin","LREM"
"2017-11-29","2017-11-29","jean-philippe-ardouin","LREM"
"2017-11-30","2017-12-08","jean-philippe-ardouin","LREM"
"2017-12-09","2017-12-18","jean-philippe-ardouin","LREM"
"2017-12-19","2017-12-24","jean-philippe-ardouin","LREM"
"2017-12-25","2017-12-25","jean-philippe-ardouin","LREM"
"2017-12-26","2018-01-19","jean-philippe-ardouin","LREM"
"2018-01-20","2018-01-23","jean-philippe-ardouin","LREM"
"2018-01-24","2018-02-02","jean-philippe-ardouin","LREM"
"2018-02-03","2018-02-04","jean-philippe-ardouin","LREM"
"2018-02-05","2018-03-12","jean-philippe-ardouin","LREM"
"2018-03-13","2018-03-18","jean-philippe-ardouin","LREM"
"2018-03-19","2018-03-19","jean-philippe-ardouin","LREM"
"2018-03-20","2018-03-25","jean-philippe-ardouin","LREM"
"2018-03-26","2018-03-26","jean-philippe-ardouin","LREM"
"2018-03-27","2018-04-15","jean-philippe-ardouin","LREM"
"2018-04-16","2018-04-22","jean-philippe-ardouin","LREM"
"2018-04-23","2018-04-23","jean-philippe-ardouin","LREM"
"2018-04-24","2018-04-29","jean-philippe-ardouin","LREM"
"2018-04-30","2018-05-02","jean-philippe-ardouin","LREM"
"2018-05-03","2018-05-08","jean-philippe-ardouin","LREM"
"2018-05-09","2018-06-15","jean-philippe-ardouin","LREM"
"2018-06-16","2018-07-06","jean-philippe-ardouin","LREM"
"2018-07-07","2018-07-11","jean-philippe-ardouin","LREM"
"2018-07-12","2018-07-15","jean-philippe-ardouin","LREM"
"2018-07-16","2018-09-11","jean-philippe-ardouin","LREM"
"2018-09-12","2018-09-17","jean-philippe-ardouin","LREM"
"2018-09-18","2018-09-30","jean-philippe-ardouin","LREM"
"2018-10-01","2018-10-03","jean-philippe-ardouin","LREM"
"2018-10-04","2018-10-04","jean-philippe-ardouin","LREM"
"2018-10-05","2018-10-05","jean-philippe-ardouin","LREM"
"2018-10-06","2018-10-17","jean-philippe-ardouin","LREM"
"2018-10-18","2018-11-16","jean-philippe-ardouin","LREM"
"2018-11-17","2018-11-18","jean-philippe-ardouin","LREM"
"2018-11-19","2018-11-25","jean-philippe-ardouin","LREM"
"2018-11-26","2018-11-27","jean-philippe-ardouin","LREM"
"2018-11-28","2018-12-21","jean-philippe-ardouin","LREM"
"2018-12-22","2019-01-08","jean-philippe-ardouin","LREM"
"2019-01-09","2019-01-09","jean-philippe-ardouin","LREM"
"2019-01-10","2019-01-14","jean-philippe-ardouin","LREM"
"2019-01-15","2019-02-14","jean-philippe-ardouin","LREM"
"2019-02-15","2019-02-25","jean-philippe-ardouin","LREM"
"2019-02-26","2019-02-27","jean-philippe-ardouin","LREM"
"2019-02-28","2019-04-27","jean-philippe-ardouin","LREM"
"2019-04-28","2019-04-28","jean-philippe-ardouin","LREM"
"2019-04-29","2019-04-30","jean-philippe-ardouin","LREM"
"2019-05-01","2019-05-01","jean-philippe-ardouin","LREM"
"2019-05-02","2019-06-10","jean-philippe-ardouin","LREM"
"2019-06-11","2019-06-26","jean-philippe-ardouin","LREM"
"2019-06-27","2019-07-01","jean-philippe-ardouin","LREM"
"2019-07-02","2019-07-07","jean-philippe-ardouin","LREM"
"2019-07-08","2019-07-24","jean-philippe-ardouin","LREM"
"2017-06-21","2017-06-26","jean-philippe-nilor","NI"
"2017-06-27","2017-06-28","jean-philippe-nilor","GDR"
"2017-06-29","2017-07-21","jean-philippe-nilor","GDR"
"2017-07-22","2017-07-22","jean-philippe-nilor","GDR"
"2017-07-23","2017-07-24","jean-philippe-nilor","GDR"
"2017-07-25","2017-08-21","jean-philippe-nilor","GDR"
"2017-08-22","2017-09-05","jean-philippe-nilor","GDR"
"2017-09-06","2017-11-16","jean-philippe-nilor","GDR"
"2017-11-17","2017-11-28","jean-philippe-nilor","GDR"
"2017-11-29","2017-11-29","jean-philippe-nilor","GDR"
"2017-11-30","2017-12-08","jean-philippe-nilor","GDR"
"2017-12-09","2017-12-18","jean-philippe-nilor","GDR"
"2017-12-19","2017-12-24","jean-philippe-nilor","GDR"
"2017-12-25","2017-12-25","jean-philippe-nilor","GDR"
"2017-12-26","2018-01-19","jean-philippe-nilor","GDR"
"2018-01-20","2018-01-23","jean-philippe-nilor","GDR"
"2018-01-24","2018-02-02","jean-philippe-nilor","GDR"
"2018-02-03","2018-02-04","jean-philippe-nilor","GDR"
"2018-02-05","2018-03-12","jean-philippe-nilor","GDR"
"2018-03-13","2018-03-18","jean-philippe-nilor","GDR"
"2018-03-19","2018-03-19","jean-philippe-nilor","GDR"
"2018-03-20","2018-03-25","jean-philippe-nilor","GDR"
"2018-03-26","2018-03-26","jean-philippe-nilor","GDR"
"2018-03-27","2018-04-15","jean-philippe-nilor","GDR"
"2018-04-16","2018-04-22","jean-philippe-nilor","GDR"
"2018-04-23","2018-04-23","jean-philippe-nilor","GDR"
"2018-04-24","2018-04-29","jean-philippe-nilor","GDR"
"2018-04-30","2018-05-02","jean-philippe-nilor","GDR"
"2018-05-03","2018-05-08","jean-philippe-nilor","GDR"
"2018-05-09","2018-06-15","jean-philippe-nilor","GDR"
"2018-06-16","2018-07-06","jean-philippe-nilor","GDR"
"2018-07-07","2018-07-11","jean-philippe-nilor","GDR"
"2018-07-12","2018-07-15","jean-philippe-nilor","GDR"
"2018-07-16","2018-09-11","jean-philippe-nilor","GDR"
"2018-09-12","2018-09-17","jean-philippe-nilor","GDR"
"2018-09-18","2018-09-30","jean-philippe-nilor","GDR"
"2018-10-01","2018-10-03","jean-philippe-nilor","GDR"
"2018-10-04","2018-10-04","jean-philippe-nilor","GDR"
"2018-10-05","2018-10-05","jean-philippe-nilor","GDR"
"2018-10-06","2018-10-17","jean-philippe-nilor","GDR"
"2018-10-18","2018-11-16","jean-philippe-nilor","GDR"
"2018-11-17","2018-11-18","jean-philippe-nilor","GDR"
"2018-11-19","2018-11-25","jean-philippe-nilor","GDR"
"2018-11-26","2018-11-27","jean-philippe-nilor","GDR"
"2018-11-28","2018-12-21","jean-philippe-nilor","GDR"
"2018-12-22","2019-01-08","jean-philippe-nilor","GDR"
"2019-01-09","2019-01-09","jean-philippe-nilor","GDR"
"2019-01-10","2019-01-14","jean-philippe-nilor","GDR"
"2019-01-15","2019-02-14","jean-philippe-nilor","GDR"
"2019-02-15","2019-02-25","jean-philippe-nilor","GDR"
"2019-02-26","2019-02-27","jean-philippe-nilor","GDR"
"2019-02-28","2019-04-27","jean-philippe-nilor","GDR"
"2019-04-28","2019-04-28","jean-philippe-nilor","GDR"
"2019-04-29","2019-04-30","jean-philippe-nilor","GDR"
"2019-05-01","2019-05-01","jean-philippe-nilor","GDR"
"2019-05-02","2019-06-10","jean-philippe-nilor","GDR"
"2019-06-11","2019-06-26","jean-philippe-nilor","GDR"
"2019-06-27","2019-07-01","jean-philippe-nilor","GDR"
"2019-07-02","2019-07-07","jean-philippe-nilor","GDR"
"2019-07-08","2019-07-24","jean-philippe-nilor","GDR"
"2017-06-21","2017-06-26","jean-pierre-cubertafon","NI"
"2017-06-27","2017-06-28","jean-pierre-cubertafon","MODEM"
"2017-06-29","2017-07-21","jean-pierre-cubertafon","MODEM"
"2017-07-22","2017-07-22","jean-pierre-cubertafon","MODEM"
"2017-07-23","2017-07-24","jean-pierre-cubertafon","MODEM"
"2017-07-25","2017-08-21","jean-pierre-cubertafon","MODEM"
"2017-08-22","2017-09-05","jean-pierre-cubertafon","MODEM"
"2017-09-06","2017-11-16","jean-pierre-cubertafon","MODEM"
"2017-11-17","2017-11-28","jean-pierre-cubertafon","MODEM"
"2017-11-29","2017-11-29","jean-pierre-cubertafon","MODEM"
"2017-11-30","2017-12-08","jean-pierre-cubertafon","MODEM"
"2017-12-09","2017-12-18","jean-pierre-cubertafon","MODEM"
"2017-12-19","2017-12-24","jean-pierre-cubertafon","MODEM"
"2017-12-25","2017-12-25","jean-pierre-cubertafon","MODEM"
"2017-12-26","2018-01-19","jean-pierre-cubertafon","MODEM"
"2018-01-20","2018-01-23","jean-pierre-cubertafon","MODEM"
"2018-01-24","2018-02-02","jean-pierre-cubertafon","MODEM"
"2018-02-03","2018-02-04","jean-pierre-cubertafon","MODEM"
"2018-02-05","2018-03-12","jean-pierre-cubertafon","MODEM"
"2018-03-13","2018-03-18","jean-pierre-cubertafon","MODEM"
"2018-03-19","2018-03-19","jean-pierre-cubertafon","MODEM"
"2018-03-20","2018-03-25","jean-pierre-cubertafon","MODEM"
"2018-03-26","2018-03-26","jean-pierre-cubertafon","MODEM"
"2018-03-27","2018-04-15","jean-pierre-cubertafon","MODEM"
"2018-04-16","2018-04-22","jean-pierre-cubertafon","MODEM"
"2018-04-23","2018-04-23","jean-pierre-cubertafon","MODEM"
"2018-04-24","2018-04-29","jean-pierre-cubertafon","MODEM"
"2018-04-30","2018-05-02","jean-pierre-cubertafon","MODEM"
"2018-05-03","2018-05-08","jean-pierre-cubertafon","MODEM"
"2018-05-09","2018-06-15","jean-pierre-cubertafon","MODEM"
"2018-06-16","2018-07-06","jean-pierre-cubertafon","MODEM"
"2018-07-07","2018-07-11","jean-pierre-cubertafon","MODEM"
"2018-07-12","2018-07-15","jean-pierre-cubertafon","MODEM"
"2018-07-16","2018-09-11","jean-pierre-cubertafon","MODEM"
"2018-09-12","2018-09-17","jean-pierre-cubertafon","MODEM"
"2018-09-18","2018-09-30","jean-pierre-cubertafon","MODEM"
"2018-10-01","2018-10-03","jean-pierre-cubertafon","MODEM"
"2018-10-04","2018-10-04","jean-pierre-cubertafon","MODEM"
"2018-10-05","2018-10-05","jean-pierre-cubertafon","MODEM"
"2018-10-06","2018-10-17","jean-pierre-cubertafon","MODEM"
"2018-10-18","2018-11-16","jean-pierre-cubertafon","MODEM"
"2018-11-17","2018-11-18","jean-pierre-cubertafon","MODEM"
"2018-11-19","2018-11-25","jean-pierre-cubertafon","MODEM"
"2018-11-26","2018-11-27","jean-pierre-cubertafon","MODEM"
"2018-11-28","2018-12-21","jean-pierre-cubertafon","MODEM"
"2018-12-22","2019-01-08","jean-pierre-cubertafon","MODEM"
"2019-01-09","2019-01-09","jean-pierre-cubertafon","MODEM"
"2019-01-10","2019-01-14","jean-pierre-cubertafon","MODEM"
"2019-01-15","2019-02-14","jean-pierre-cubertafon","MODEM"
"2019-02-15","2019-02-25","jean-pierre-cubertafon","MODEM"
"2019-02-26","2019-02-27","jean-pierre-cubertafon","MODEM"
"2019-02-28","2019-04-27","jean-pierre-cubertafon","MODEM"
"2019-04-28","2019-04-28","jean-pierre-cubertafon","MODEM"
"2019-04-29","2019-04-30","jean-pierre-cubertafon","MODEM"
"2019-05-01","2019-05-01","jean-pierre-cubertafon","MODEM"
"2019-05-02","2019-06-10","jean-pierre-cubertafon","MODEM"
"2019-06-11","2019-06-26","jean-pierre-cubertafon","MODEM"
"2019-06-27","2019-07-01","jean-pierre-cubertafon","MODEM"
"2019-07-02","2019-07-07","jean-pierre-cubertafon","MODEM"
"2019-07-08","2019-07-24","jean-pierre-cubertafon","MODEM"
"2017-06-21","2017-06-26","jean-pierre-door","NI"
"2017-06-27","2017-06-28","jean-pierre-door","LR"
"2017-06-29","2017-07-21","jean-pierre-door","LR"
"2017-07-22","2017-07-22","jean-pierre-door","LR"
"2017-07-23","2017-07-24","jean-pierre-door","LR"
"2017-07-25","2017-08-21","jean-pierre-door","LR"
"2017-08-22","2017-09-05","jean-pierre-door","LR"
"2017-09-06","2017-11-16","jean-pierre-door","LR"
"2017-11-17","2017-11-28","jean-pierre-door","LR"
"2017-11-29","2017-11-29","jean-pierre-door","LR"
"2017-11-30","2017-12-08","jean-pierre-door","LR"
"2017-12-09","2017-12-18","jean-pierre-door","LR"
"2017-12-19","2017-12-24","jean-pierre-door",NA
"2017-12-25","2017-12-25","jean-pierre-door",NA
"2017-12-26","2018-01-19","jean-pierre-door",NA
"2018-01-20","2018-01-23","jean-pierre-door",NA
"2018-01-24","2018-02-02","jean-pierre-door",NA
"2018-02-03","2018-02-04","jean-pierre-door",NA
"2018-02-05","2018-03-12","jean-pierre-door",NA
"2018-03-13","2018-03-18","jean-pierre-door",NA
"2018-03-19","2018-03-19","jean-pierre-door",NA
"2018-03-20","2018-03-25","jean-pierre-door",NA
"2018-03-26","2018-03-26","jean-pierre-door","LR"
"2018-03-27","2018-04-15","jean-pierre-door","LR"
"2018-04-16","2018-04-22","jean-pierre-door","LR"
"2018-04-23","2018-04-23","jean-pierre-door","LR"
"2018-04-24","2018-04-29","jean-pierre-door","LR"
"2018-04-30","2018-05-02","jean-pierre-door","LR"
"2018-05-03","2018-05-08","jean-pierre-door","LR"
"2018-05-09","2018-06-15","jean-pierre-door","LR"
"2018-06-16","2018-07-06","jean-pierre-door","LR"
"2018-07-07","2018-07-11","jean-pierre-door","LR"
"2018-07-12","2018-07-15","jean-pierre-door","LR"
"2018-07-16","2018-09-11","jean-pierre-door","LR"
"2018-09-12","2018-09-17","jean-pierre-door","LR"
"2018-09-18","2018-09-30","jean-pierre-door","LR"
"2018-10-01","2018-10-03","jean-pierre-door","LR"
